1593683688002|1593683688021|0|0|GET|/user       19
1593683688093|1593683688093|0|0|GET|/user/1     0
1593683688104|1593683688104|0|0|GET|/user/9999  0
1593683688123|1593683688123|0|0|GET|/user/      0
1593683688133|1593683688228|0|0|POST|/user      98
1593683688240|1593683688240|0|0|GET|/usr        0
1593684197749|1593684197767|0|0|GET|/user       18
1593684197816|1593684197816|0|0|GET|/user/1     0
1593684197828|1593684197829|0|0|GET|/user/9999  1
1593684197839|1593684197840|0|0|GET|/user/      1
1593684197849|1593684197999|0|0|POST|/user      150
1593684198010|1593684198010|0|0|GET|/usr        0
