1593643969232|1593643969249|5025330837249994|5025330899646834|GET|/user         17
1593643969293|1593643969293|5025331058961254|5025331059751718|GET|/user/1       0
1593643969305|1593643969305|5025331100113288|5025331100982416|GET|/user/9999    0
1593643969315|1593643969315|5025331138331314|5025331139090530|GET|/user/        0
1593643969325|1593643969477|5025331175105584|5025331722218944|POST|/user        152
1593643969488|1593643969488|5025331760403926|5025331760656214|GET|/usr          0
-------- //ahora viene sin rdtsc
1593644364954|1593644364972|0|0|GET|/user       18
1593644364993|1593644364994|0|0|GET|/user/1     1
1593644365005|1593644365005|0|0|GET|/user/9999  0
1593644365016|1593644365016|0|0|GET|/user/      0
1593644365027|1593644365120|0|0|POST|/user      93
1593644365131|1593644365131|0|0|GET|/usr        0
//prueba2:igual
1593644569247|1593644569261|0|0|GET|/user       14
1593644569305|1593644569305|0|0|GET|/user/1     0
1593644569315|1593644569316|0|0|GET|/user/9999  1
1593644569326|1593644569326|0|0|GET|/user/      0
1593644569337|1593644569486|0|0|POST|/user      149
1593644569497|1593644569497|0|0|GET|/usr        
//otro
1593644633261|1593644633275|0|0|GET|/user       14
1593644633316|1593644633316|0|0|GET|/user/1     0
1593644633326|1593644633327|0|0|GET|/user/9999  1
1593644633337|1593644633337|0|0|GET|/user/      0
1593644633349|1593644633405|0|0|POST|/user      56
1593644633415|1593644633415|0|0|GET|/usr        0
//otro base limpia:
1593644717794|1593644717811|0|0|GET|/user       17
1593644717847|1593644717847|0|0|GET|/user/1     0
1593644717858|1593644717858|0|0|GET|/user/9999  0
1593644717869|1593644717870|0|0|GET|/user/      1
1593644717880|1593644717936|0|0|POST|/user      56
1593644717946|1593644717946|0|0|GET|/usr        0
//+1
1593644735682|1593644735697|0|0|GET|/user       15
1593644735743|1593644735743|0|0|GET|/user/1     0
1593644735753|1593644735754|0|0|GET|/user/9999  1
1593644735764|1593644735764|0|0|GET|/user/      0
1593644735775|1593644735868|0|0|POST|/user      93
1593644735878|1593644735878|0|0|GET|/usr        0
//+1
1593644747513|1593644747528|0|0|GET|/user       15
1593644747574|1593644747574|0|0|GET|/user/1     0
1593644747586|1593644747587|0|0|GET|/user/9999  1
1593644747598|1593644747598|0|0|GET|/user/      0
1593644747609|1593644747689|0|0|POST|/user      80
1593644747699|1593644747699|0|0|GET|/usr        0

//script1:

1593644882990|1593644883049|0|0|POST|/user
1593644883059|1593644883124|0|0|POST|/user
1593644883135|1593644883215|0|0|POST|/user
1593644883226|1593644883299|0|0|POST|/user
1593644883309|1593644883382|0|0|POST|/user
1593644883392|1593644883474|0|0|POST|/user
1593644883487|1593644883574|0|0|POST|/user
1593644883585|1593644883657|0|0|POST|/user
1593644883668|1593644883757|0|0|POST|/user
1593644883768|1593644883832|0|0|POST|/user
1593644883851|1593644883907|0|0|POST|/user
1593644883918|1593644883974|0|0|POST|/user
1593644883986|1593644884041|0|0|POST|/user
1593644884051|1593644884152|0|0|POST|/user
1593644884163|1593644884224|0|0|POST|/user
1593644884236|1593644884316|0|0|POST|/user
1593644884327|1593644884383|0|0|POST|/user
1593644884393|1593644884458|0|0|POST|/user
1593644884469|1593644884541|0|0|POST|/user
1593644884551|1593644884666|0|0|POST|/user
1593644884676|1593644884758|0|0|POST|/user
1593644884768|1593644884849|0|0|POST|/user
1593644884860|1593644884941|0|0|POST|/user
1593644884953|1593644885025|0|0|POST|/user
1593644885035|1593644885116|0|0|POST|/user
1593644885127|1593644885230|0|0|POST|/user
1593644885240|1593644885350|0|0|POST|/user
1593644885360|1593644885441|0|0|POST|/user
1593644885452|1593644885525|0|0|POST|/user
1593644885535|1593644885625|0|0|POST|/user
1593644885635|1593644885733|0|0|POST|/user
1593644885744|1593644885865|0|0|POST|/user
1593644885875|1593644885952|0|0|POST|/user
1593644885962|1593644886058|0|0|POST|/user
1593644886069|1593644886386|0|0|POST|/user
1593644886397|1593644886555|0|0|POST|/user
1593644886566|1593644886647|0|0|POST|/user
1593644886657|1593644886725|0|0|POST|/user
1593644886736|1593644886801|0|0|POST|/user
1593644886812|1593644886875|0|0|POST|/user
1593644886885|1593644886959|0|0|POST|/user
1593644886969|1593644887042|0|0|POST|/user
1593644887052|1593644887134|0|0|POST|/user
1593644887144|1593644887259|0|0|POST|/user
1593644887269|1593644887384|0|0|POST|/user
1593644887394|1593644887451|0|0|POST|/user
1593644887461|1593644887526|0|0|POST|/user
1593644887536|1593644887601|0|0|POST|/user
1593644887612|1593644887667|0|0|POST|/user
1593644887678|1593644887776|0|0|POST|/user
1593644887786|1593644887842|0|0|POST|/user
1593644887853|1593644888017|0|0|POST|/user
1593644888028|1593644888101|0|0|POST|/user
1593644888112|1593644888209|0|0|POST|/user
1593644888220|1593644888326|0|0|POST|/user
1593644888336|1593644888443|0|0|POST|/user
1593644888453|1593644888523|0|0|POST|/user
1593644888533|1593644888618|0|0|POST|/user
1593644888628|1593644888756|0|0|POST|/user
1593644888766|1593644888834|0|0|POST|/user
1593644888845|1593644888931|0|0|POST|/user
1593644888941|1593644889014|0|0|POST|/user
1593644889025|1593644889114|0|0|POST|/user
1593644889125|1593644889215|0|0|POST|/user
1593644889225|1593644889301|0|0|POST|/user
1593644889312|1593644889418|0|0|POST|/user
1593644889429|1593644889515|0|0|POST|/user
1593644889525|1593644889631|0|0|POST|/user
1593644889642|1593644889701|0|0|POST|/user
1593644889712|1593644889768|0|0|POST|/user
1593644889778|1593644889852|0|0|POST|/user
1593644889862|1593644889968|0|0|POST|/user
1593644889979|1593644890048|0|0|POST|/user
1593644890058|1593644890123|0|0|POST|/user
1593644890134|1593644890223|0|0|POST|/user
1593644890236|1593644890302|0|0|POST|/user
1593644890312|1593644890448|0|0|POST|/user
1593644890459|1593644890573|0|0|POST|/user
1593644890584|1593644890673|0|0|POST|/user
1593644890684|1593644890735|0|0|POST|/user
1593644890745|1593644890802|0|0|POST|/user
1593644890812|1593644890869|0|0|POST|/user
1593644890879|1593644890977|0|0|POST|/user
1593644890987|1593644891074|0|0|POST|/user
1593644891084|1593644891152|0|0|POST|/user
1593644891162|1593644891249|0|0|POST|/user
1593644891260|1593644891382|0|0|POST|/user
1593644891392|1593644891469|0|0|POST|/user
1593644891480|1593644891557|0|0|POST|/user
1593644891567|1593644891659|0|0|POST|/user
1593644891670|1593644891727|0|0|POST|/user
1593644891737|1593644891802|0|0|POST|/user
1593644891813|1593644891902|0|0|POST|/user
